tokenid,pageid,title,wordcount,image_url,image_name,extract
1048,23909629,Kartvelian languages,32836,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Kartvelian_languages.svg/50px-Kartvelian_languages.svg.png,Kartvelian_languages.svg,"The Kartvelian languages Georgian: <span lang=""ka"" title=""Georgian language text"">ქართველური ენები, romanized: <span lang=""ka-Latn"">kartveluri enebi; also known as Iberian and formerly South Caucasian) are a language family indigenous to the South Caucasus and spoken primarily in Georgia, with large groups of native speakers in Russia, Iran, the United States, Europe, Israel, and northeastern parts of Turkey. There are approximately 5.2 million speakers of Kartvelian languages worldwide. The Kartvelian family is not known to be related to any other language family, making it one of the world's primary language families. The first literary source in a Kartvelian language is the Old Georgian Bir el Qutt inscriptions, written in ancient Georgian Asomtavruli script at the once-existing Georgian monastery near Bethlehem, which dates back to c. 430 AD.The Georgian script is the writing system used to write all Kartvelian languages, though the Laz language in Turkey is also written using a Latin script.
"
1049,986058,Komi language,9759,,,"Komi language (outdated Zyryan language), or Komi-Zyryan language (Коми кыв, Komi kyv), is one of the two regional varieties of the pluricentric Komi language, the other regional variety being Komi-Permyak (outdated Permyak).
Komi-Zyryan is spoken by the Komi-Zyryans' ethnic group in Komi Republic and some other parts of Russia. In 1994, Komi-Zyryan had about 285,000 speakers. The Komi-Zyryan language has a standard form.
It was written in the form of Old Permic alphabet for liturgical purposes as early as the 14th century in the Old Permic script. Said alphabet was replaced by Cyrillic in the 17th century. A tradition of secular works of literature in the modern form of the language dates back to the 19th century.
"
1050,25725774,Koraga language,3161,,,"


Koraga (also rendered Koragar, Koragara, Korangi) is a Dravidian language spoken by the Koraga people, a Scheduled tribe people of Dakshina Kannada, Karnataka, and Kerala in South West India. The dialect spoken by the Koraga tribe in Kerala, Mudu Koraga, is divergent enough to not be intelligible with Korra Koraga."
1051,5862045,Koyukon language,11352,,,"Koyukon (also called Denaakk'e) is the geographically most widespread Athabascan language spoken in Alaska. The Athabaskan language is spoken along the Koyukuk and the middle Yukon River in western interior Alaska. In 2007, the language had approximately 300 speakers, who were generally older adults bilingual in English. The total Koyukon ethnic population was 2,300."
1053,19348190,Lezgic languages,3064,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Northeast_Caucasian_languages.png/50px-Northeast_Caucasian_languages.png,Northeast_Caucasian_languages.png,"The Lezgic languages are one of seven branches of the Northeast Caucasian language family. Lezgian and Tabasaran are literary languages aside from being extant (currently spoken).
"
1054,959728,Livvi-Karelian language,4486,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Livvi-Karelian_language_and_VepKar_corpus_by_Tatiana_Boiko.ogv/50px--Livvi-Karelian_language_and_VepKar_corpus_by_Tatiana_Boiko.ogv.jpg,Livvi-Karelian_language_and_VepKar_corpus_by_Tatiana_Boiko.ogv,"


Livvi-Karelian (Alternate names: Liygi, Livvi, Livvikovian, Olonets, Southern Olonetsian, Karelian; Russian: <span lang=""ru"">ливвиковский язык) is a dialect of the Karelian language, which is a Finnic language of the Uralic family, spoken by Olonets Karelians (self-appellation livvi, livgilaizet), traditionally inhabiting the area between Ladoga and Onega lakes, northward of Svir River. The name ""Olonets Karelians"" is derived from the territory inhabited, Olonets Krai, named after the town of Olonets, named after the Olonka River.
"
1055,7764810,Mambwe-Lungu language,2166,,,"The Mambwe and Lungu peoples living at the southern end of Lake Tanganyika in Tanzania and Zambia speak a common language with minor dialectical differences. Perhaps half of the Fipa people to their north speak it as a native language. When spoken by the Fipa, it is called ""Fipa-Mambwe""; this is also the term for the branch of Bantu languages which includes Fipa and Mambwe-Lungu.
Mambwe language is spoken by the people who are found in Rukwa region, southern Sumbawanga town. It is a language which is one of the three dialects spoken by the indigenous people of Rukwa Region. People of this region speak Fipa, Mambwe and Kinyiha.
Mambwe language is spoken likely to Fipa but there variation in which some terms are understood among the speaker of these two languages
Mambwe language is also spoken in some parts of Zambia as their mother tongue although they differ in manners of articulation.
"
1056,373153,Nguni languages,10207,,,"


The Nguni languages are a group of Bantu languages spoken in southern Africa by the Nguni peoples. Nguni languages include Xhosa, Zulu, Ndebele (sometimes referred to as ""Northern Ndebele""), Swati, Hlubi, Phuthi, Bhaca, Lala, Nhlangwini, Southern Transvaal Ndebele, and Sumayela Ndebele. The appellation ""Nguni"" derives from the Nguni cattle type. Ngoni (see below) is an older, or a shifted, variant.
It is sometimes argued that use of Nguni as a generic label suggests a historical monolithic unity of the peoples in question, where in fact the situation may have been more complex. The linguistic use of the label (referring to a subgrouping of Bantu) is relatively stable.
"
1057,1437724,Rioplatense Spanish,36170,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Dialectos_del_idioma_espa%C3%B1ol_en_Argentina.png/29px-Dialectos_del_idioma_espa%C3%B1ol_en_Argentina.png,Dialectos_del_idioma_español_en_Argentina.png,"Rioplatense Spanish (), also known as Rioplatense Castilian, is a variety of Spanish spoken mainly in the areas in and around the Río de la Plata Basin of Argentina and Uruguay. It is also referred to as River Plate Spanish or Argentine Spanish. Being the most prominent dialect to employ voseo in both speech and writing, many features of Rioplatense are also shared with the varieties spoken in Eastern Bolivia and Chile. This dialect is often spoken with an intonation resembling that of the Neapolitan language of Southern Italy, but there are exceptions. The word employed to name the Spanish language in Argentina is castellano (English: <span lang=""en"">Castilian) and in Uruguay, español (English: <span lang=""en"">Spanish). See names given to the Spanish language.
As Rioplatense is considered a dialect of Spanish and not a distinct language, there are no credible figures for a total number of speakers. Generally, native speakers of Spanish who were raised in Uruguay or the majority of Argentina are assumed to speak Rioplatense (at least informally) just as, for instance, Americans would be assumed to speak American English, rather than any other variety of English. The total population of these areas would amount to some 25–30 million, depending on the definition and expanse.
"
1058,371455,Tonga language,693,,,"Tonga may refer to five different languages:

Tongan language, or Tonga (ISO 639-3: <code>ton</code>) – a Polynesian language spoken in Tonga in the South Pacific
Tonga language (Zambia and Zimbabwe), or Chitonga (ISO 639-3: <code>toi</code>) – a Bantu language spoken in Zambia, Zimbabwe and Mozambique
Tonga (Nyasa) language, or Chitonga (ISO 639-3: <code>tog</code>) – a Bantu language spoken in Malawi
Guitonga language (Mozambique), or Gitonga (ISO 639-3: <code>toh</code>) – a Bantu language spoken in Mozambique
Ten'edn, also known as Tonga or Mos (ISO 639-3: <code>tnz</code>) – a Mon-Khmer language spoken in Thailand and Malaysia"
1059,18284402,Vainakh languages,1154,,,"The Vainakh (also spelled Veinakh) languages are a dialect continuum that consists of the Chechen and Ingush languages, spoken mainly in the Russian republics of Chechnya and Ingushetia, as well as in the Chechen diaspora. Together with Bats, they form the Nakh branch of the Northeast Caucasian languages family."
1060,366836,Buginese language,15880,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Bugis-speaking_area.svg/30px-Bugis-speaking_area.svg.png,Bugis-speaking_area.svg,"Buginese or Bugis (<i lang=""bug-Latn"" title=""Buginese language text"">Basa Ugi) is a language spoken by about five million people mainly in the southern part of Sulawesi, Indonesia.
"
1062,1954997,Chumashan languages,18653,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Chumash_langs.png/46px-Chumash_langs.png,Chumash_langs.png,"Chumashan (meaning ""Santa Cruz Islander"") is a family of languages that were spoken on the southern California coast by Native American Chumash people, from the Coastal plains and valleys of San Luis Obispo to Malibu, neighboring inland and Transverse Ranges valleys and canyons east to bordering the San Joaquin Valley, to three adjacent Channel Islands: San Miguel, Santa Rosa, and Santa Cruz.The Chumashan languages may be, along with Yukian and perhaps languages of southern Baja such as Waikuri, one of the oldest language families established in California, before the arrival of speakers of Penutian, Uto-Aztecan, and perhaps even Hokan languages. Chumashan, Yukian, and southern Baja languages are spoken in areas with long-established populations of a distinct physical type. The population in the core Chumashan area has been stable for the past 10,000 years. However, the attested range of Chumashan is recent (within a couple thousand years). There is internal evidence that Obispeño replaced a Hokan language and that Island Chumash mixed with a language very different from Chumashan; the islands were not in contact with the mainland until the introduction of plank canoes in the first millennium AD.All of the Chumashan languages are now extinct, although they are well documented in the unpublished fieldnotes of linguist John Peabody Harrington. Especially well documented are Barbareño, Ineseño, and Ventureño. The last native speaker of a Chumashan language was Barbareño speaker Mary Yee, who died in 1965.
"
